tag_id	tag_name	category	rule	confidence	review_recommended
4110	short_form_absurdist_pop	other	fallback:other	0.5	1
4111	side_long_cover_medley	other	fallback:other	0.5	1
4112	sixties_pop_culture_parody	other	fallback:other	0.5	1
4113	skeletal_drum_machine_arrangement	other	fallback:other	0.5	1
4114	sound_effect_composition	other	fallback:other	0.5	1
4115	soundtrack_album	other	fallback:other	0.5	1
4116	split_composer_portrait	other	fallback:other	0.5	1
4117	spoken_word_rock_opera	style	label_contains:music_style_keyword	0.6	1
4118	surreal_psychodrama_operetta	genre	label_contains:genre_keyword	0.6	1
4119	surreal_psychosexual_narrative	other	fallback:other	0.5	1
4120	talking_blues	other	fallback:other	0.5	1
4121	tape_constructed_composition	other	fallback:other	0.5	1
4122	television_soundtrack_album	other	fallback:other	0.5	1
4123	theatrical_rock_narrative	style	label_contains:music_style_keyword	0.6	1
4124	theory_of_obscurity_project	other	fallback:other	0.5	1
4125	top_40_radio_satire	other	fallback:other	0.5	1
4126	tribute_album	other	fallback:other	0.5	1
4127	accessible_experimental_rock	style	label_contains:music_style_keyword	0.6	1
4128	acid_culture_title_reference	other	fallback:other	0.5	1
4129	album_with_appended_ep	other	fallback:other	0.5	1
4130	alternative_pop	other	fallback:other	0.5	1
4131	ambient_coda	style	label_contains:music_style_keyword	0.6	1
4132	analog_digital_noise_collage	other	fallback:other	0.5	1
4133	archival_compilation	other	fallback:other	0.5	1
4134	archival_reworking	other	fallback:other	0.5	1
4135	avant_garde_techno	other	fallback:other	0.5	1
4136	best_of_compilation	other	fallback:other	0.5	1
4137	career_spanning_archive	other	fallback:other	0.5	1
4138	cassette_album	other	fallback:other	0.5	1
4139	circuit_bending	other	fallback:other	0.5	1
4140	concise_psychedelic_songcraft	other	fallback:other	0.5	1
4141	cross_generation_collaboration	other	fallback:other	0.5	1
4142	cross_release_selection	other	fallback:other	0.5	1
4143	crowdfunded_album	other	fallback:other	0.5	1
4144	cult_favorite	other	fallback:other	0.5	1
4145	cut_up_interjections	other	fallback:other	0.5	1
4146	cyrillic_packaging	other	fallback:other	0.5	1
4147	dark_electronic_collage	style	label_contains:music_style_keyword	0.6	1
4148	dark_progressive_rock	style	label_contains:music_style_keyword	0.6	1
4149	death_jazz	style	label_contains:music_style_keyword	0.6	1
4150	demo_outtake_archive	other	fallback:other	0.5	1
4151	domestic_studio_collaboration	other	fallback:other	0.5	1
4152	dreamy_electronic_mix	style	label_contains:music_style_keyword	0.6	1
4153	droning_club_coda	other	fallback:other	0.5	1
4154	early_diy_release	other	fallback:other	0.5	1
4155	early_recordings_reworked	other	fallback:other	0.5	1
4156	edited_improvisation	other	fallback:other	0.5	1
4157	experimental_art_object_release	other	fallback:other	0.5	1
4158	experimental_duet	other	fallback:other	0.5	1
4159	fractured_fairytale_psychedelia	other	fallback:other	0.5	1
4160	fragmentary_session_archive	other	fallback:other	0.5	1
4161	from_the_vault_series	other	fallback:other	0.5	1
4162	gothic_horror_elegance	genre	label_contains:genre_keyword	0.6	1
4163	grief_inflected_arrangement_shift	theme	label_contains:theme_keyword	0.55	1
4164	group_performance_focus	other	fallback:other	0.5	1
4165	guest_ensemble_expansion	other	fallback:other	0.5	1
4166	guest_vocal_collage	other	fallback:other	0.5	1
4167	hand_decorated_cassette_art	other	fallback:other	0.5	1
4168	handmade_limited_release	other	fallback:other	0.5	1
4169	handwritten_release_packaging	other	fallback:other	0.5	1
4170	indian_soundscape_psychedelia	other	fallback:other	0.5	1
4171	industrial_supergroup_collaboration	other	fallback:other	0.5	1
4172	jam_based_experimentalism	other	fallback:other	0.5	1
4173	keyboard_guitar_drone	style	label_contains:music_style_keyword	0.6	1
4174	less_accessible_experimental_recording	other	fallback:other	0.5	1
4175	limited_colored_vinyl_reissue	other	fallback:other	0.5	1
4176	limited_edition_source_material	other	fallback:other	0.5	1
4177	live_band_integration	other	fallback:other	0.5	1
4178	live_studio_improvisation	other	fallback:other	0.5	1
4179	long_form_psychedelic_suite	other	fallback:other	0.5	1
4180	long_gap_return_album	other	fallback:other	0.5	1
4181	long_gestation_collaboration	other	fallback:other	0.5	1
4182	mausoleum_cabaret	other	fallback:other	0.5	1
4183	melancholic_psychedelia	other	fallback:other	0.5	1
4184	melancholy_album	other	fallback:other	0.5	1
4185	minimalist_electronic_gothic	style	label_contains:music_style_keyword	0.6	1
4186	multi_location_recording	other	fallback:other	0.5	1
4187	multi_part_experimental_suite	other	fallback:other	0.5	1
4188	previously_unreleased_material	other	fallback:other	0.5	1
4189	processed_guitar_abstraction	other	fallback:other	0.5	1
4190	psychedelic_electronica	style	label_contains:music_style_keyword	0.6	1
4191	psychedelic_music	other	fallback:other	0.5	1
4192	re_recorded_material	other	fallback:other	0.5	1
4193	reduced_electronic_emphasis	style	label_contains:music_style_keyword	0.6	1
4194	regional_special_edition	other	fallback:other	0.5	1
4195	remix_integration	other	fallback:other	0.5	1
4196	romantic_psychedelia	other	fallback:other	0.5	1
4197	russian_market_compilation	other	fallback:other	0.5	1
4198	sampler_based_composition	other	fallback:other	0.5	1
4199	selected_favorites_compilation	other	fallback:other	0.5	1
4200	september_11_response	other	fallback:other	0.5	1
4201	sister_album_pair	other	fallback:other	0.5	1
4202	slow_electronic_dirges	style	label_contains:music_style_keyword	0.6	1
4203	somber_psychedelia	other	fallback:other	0.5	1
4204	stable_ensemble_continuity	other	fallback:other	0.5	1
4205	stone_box_limited_edition	other	fallback:other	0.5	1
4206	surreal_lyrical_delivery	other	fallback:other	0.5	1
4207	synthetic_soundscape	other	fallback:other	0.5	1
4208	tape_loop_composition	other	fallback:other	0.5	1
4209	theremin_electronics	style	label_contains:music_style_keyword	0.6	1
4210	two_part_album_series	other	fallback:other	0.5	1
4211	unused_session_material_recomposition	other	fallback:other	0.5	1
4212	woodwind_augmented_arrangement	other	fallback:other	0.5	1
4213	artificial_female_body	other	fallback:other	0.5	1
4214	body_machine_eroticism	other	fallback:other	0.5	1
4215	decadence_as_modernity_critique	other	fallback:other	0.5	1
4216	decadent_femme_fatale_extreme	other	fallback:other	0.5	1
4217	decadent_interior_artifice	other	fallback:other	0.5	1
4218	eroticized_cruelty	other	fallback:other	0.5	1
4219	surreal_erotic_transgression	other	fallback:other	0.5	1
4220	technological_sexuality	other	fallback:other	0.5	1
4221	architecture_releases_social_violence	other	fallback:other	0.5	1
4222	automobile_transformed_perception	other	fallback:other	0.5	1
4223	catastrophe_as_psychic_transformation	other	fallback:other	0.5	1
4224	clerical_abuse_psychic_destruction	other	fallback:other	0.5	1
4225	cult_manipulation_experiment	other	fallback:other	0.5	1
4226	domestic_service_as_gendered_labor	other	fallback:other	0.5	1
4227	domestic_sexual_circulation	other	fallback:other	0.5	1
4228	dream_naturalism_rupture	theme	label_contains:theme_keyword	0.55	1
4229	erotic_abjection_political_catastrophe	other	fallback:other	0.5	1
4230	erotic_theology_transgression	other	fallback:other	0.5	1
4231	fatal_erotic_compulsion	other	fallback:other	0.5	1
4232	infrastructure_castaway_zone	other	fallback:other	0.5	1
4233	media_violence_psychic_invasion	other	fallback:other	0.5	1
4234	mystical_erotic_impossible	other	fallback:other	0.5	1
4235	occult_modernity_investigation	other	fallback:other	0.5	1
4236	religious_repression_as_body_conflict	other	fallback:other	0.5	1
4237	split_subject_priest_libertine	other	fallback:other	0.5	1
4238	suburban_surreal_metamorphosis	setting	label_contains:setting_keyword	0.55	1
4239	urban_consumption_alienation	theme	label_contains:theme_keyword	0.55	1
4240	vampirism_national_body	other	fallback:other	0.5	1
4241	animalized_body_social_abjection	other	fallback:other	0.5	1
4242	beauty_destroyed_to_escape_possession	other	fallback:other	0.5	1
4243	blasphemous_poetic_cruelty	other	fallback:other	0.5	1
4244	bohemian_body_against_work_discipline	other	fallback:other	0.5	1
4245	catalogued_cruelty_as_system	other	fallback:other	0.5	1
4246	clerical_desire_gothic_catastrophe	other	fallback:other	0.5	1
4247	consumer_loneliness_urban_violence	setting	label_contains:setting_keyword	0.55	1
4248	decadent_self_as_art_object	other	fallback:other	0.5	1
4249	drunken_pilgrimage_sacred_profane	other	fallback:other	0.5	1
4250	erotic_contract_of_submission	other	fallback:other	0.5	1
4251	gay_social_world_as_aesthetic_labyrinth	other	fallback:other	0.5	1
4252	grotesque_face_as_public_spectacle	other	fallback:other	0.5	1
4253	imperial_banquet_social_grotesque	other	fallback:other	0.5	1
4254	knowledge_desire_demonic_contract	other	fallback:other	0.5	1
4255	libertine_pedagogy	other	fallback:other	0.5	1
4256	mask_as_queer_self_construction	other	fallback:other	0.5	1
4257	memory_city_sensory_fragment	theme	label_contains:theme_keyword	0.55	1
4258	neobaroque_history_as_queer_resistance	other	fallback:other	0.5	1
4259	obscene_autobiographical_city	other	fallback:other	0.5	1
4260	occupied_japan_youth_narcotic_abjection	other	fallback:other	0.5	1
4261	portrait_as_corrupted_double	other	fallback:other	0.5	1
4262	prison_desire_poetic_transfiguration	other	fallback:other	0.5	1
4263	queer_criminality_as_sainthood	other	fallback:other	0.5	1
4264	ritualized_erotic_submission	other	fallback:other	0.5	1
4265	self_mythology_through_abjection	other	fallback:other	0.5	1
4266	sexual_autobiography_as_self_invention	other	fallback:other	0.5	1
4267	adolescent_cruelty_as_anti_social_ritual	other	fallback:other	0.5	1
4268	anarchist_naturalism	other	fallback:other	0.5	1
4269	animal_perspective_social_indictment	other	fallback:other	0.5	1
4270	anti_industrial_spiritual_geography	other	fallback:other	0.5	1
4271	aristocratic_beauty_in_decline	other	fallback:other	0.5	1
4272	audience_complicity_ritual	other	fallback:other	0.5	1
4273	autobiography_as_fictional_reconstruction	other	fallback:other	0.5	1
4274	beauty_death_fusion	other	fallback:other	0.5	1
4275	brothel_as_political_stage	other	fallback:other	0.5	1
4276	class_power_theatrical_inversion	other	fallback:other	0.5	1
4277	consumer_discontent_middle_class_revolt	other	fallback:other	0.5	1
4278	consumer_fascism_suburban_mob	setting	label_contains:setting_keyword	0.55	1
4279	counterculture_as_adolescent_performance	other	fallback:other	0.5	1
4280	crystalline_metamorphosis_time	other	fallback:other	0.5	1
4281	drought_social_disintegration	other	fallback:other	0.5	1
4282	gaze_as_spiritual_possession	other	fallback:other	0.5	1
4283	leisure_enclave_crime_engine	other	fallback:other	0.5	1
4284	libertine_utopia_dystopia_comparison	other	fallback:other	0.5	1
4285	male_fantasy_reversed_into_body_horror	genre	label_contains:genre_keyword	0.6	1
4286	masculinity_as_fatal_performance	other	fallback:other	0.5	1
4287	mourning_as_erotic_betrayal	other	fallback:other	0.5	1
4288	nihilistic_beauty_decay	other	fallback:other	0.5	1
4289	occupied_city_psychic_landscape	other	fallback:other	0.5	1
4290	power_as_theatrical_image	other	fallback:other	0.5	1
4291	queer_masculinity_murder_ritual	other	fallback:other	0.5	1
4292	racial_role_play_theatre	other	fallback:other	0.5	1
4293	reincarnation_desire_cycle	other	fallback:other	0.5	1
4294	sacrificial_nationalism	other	fallback:other	0.5	1
4295	sentimental_form_corrupted_by_cruelty	other	fallback:other	0.5	1
4296	servitude_role_play_ritual	other	fallback:other	0.5	1
4297	vice_rewarded_libertine_system	other	fallback:other	0.5	1
4298	virtue_persecuted_libertine_system	other	fallback:other	0.5	1
4299	war_trauma_surreal_childhood	other	fallback:other	0.5	1
4300	youth_rebellion_pop_spectacle	other	fallback:other	0.5	1
4301	adultery_violence_noh_structure	other	fallback:other	0.5	1
4302	anti_industrial_american_travel	other	fallback:other	0.5	1
4303	architecture_as_social_fatality	other	fallback:other	0.5	1
4304	bohemian_retreat_self_mythology	other	fallback:other	0.5	1
4305	class_passing_political_theatre	other	fallback:other	0.5	1
4306	climate_time_suspension	other	fallback:other	0.5	1
4307	colonial_fantasy_ecological_psychosis	other	fallback:other	0.5	1
4308	colonial_revolt_racial_ambivalence	other	fallback:other	0.5	1
4309	colonial_war_ritual_theatre	other	fallback:other	0.5	1
4310	criminalization_social_redemption	other	fallback:other	0.5	1
4311	decorative_beauty_sacrificial_compassion	other	fallback:other	0.5	1
4312	eroticized_ritual_suicide	other	fallback:other	0.5	1
4313	eroticized_sacred_violence	other	fallback:other	0.5	1
4314	expenditure_excess_anti_utility	other	fallback:other	0.5	1
4315	gangster_masculinity_theatrical_siege	other	fallback:other	0.5	1
4316	gated_enclave_collective_violence	other	fallback:other	0.5	1
4317	grotesque_nature_sublime	other	fallback:other	0.5	1
4318	idealized_body_nature_harmony	other	fallback:other	0.5	1
4319	institutional_execution_collective_suffering	other	fallback:other	0.5	1
4320	institutional_violence_social_abjection	other	fallback:other	0.5	1
4321	intimacy_as_political_conflict	other	fallback:other	0.5	1
4322	labor_against_indifferent_nature	other	fallback:other	0.5	1
4323	mystical_unknowing_self_dissolution	other	fallback:other	0.5	1
4324	nuclear_ruin_psychic_landscape	other	fallback:other	0.5	1
4325	political_blackmail_social_mask	other	fallback:other	0.5	1
4326	political_catastrophe_divided_loyalty	other	fallback:other	0.5	1
4327	political_solidarity_self_erasure	other	fallback:other	0.5	1
4328	postwar_mythic_pastoral	other	fallback:other	0.5	1
4329	postwar_social_authenticity_conflict	other	fallback:other	0.5	1
4330	prison_hierarchy_eroticized_violence	other	fallback:other	0.5	1
4331	prison_suffering_self_reconstruction	other	fallback:other	0.5	1
4332	reputation_gendered_social_theatre	other	fallback:other	0.5	1
4333	revolutionary_image_desire	other	fallback:other	0.5	1
4334	revolutionary_violence_moral_absolutism	other	fallback:other	0.5	1
4335	royal_corruption_romantic_fatality	other	fallback:other	0.5	1
4336	ruined_consumer_spectacle	other	fallback:other	0.5	1
4337	sacrifice_as_social_energy	other	fallback:other	0.5	1
4338	sexual_double_standard_social_theatre	other	fallback:other	0.5	1
4339	slavery_as_gothic_violence	other	fallback:other	0.5	1
4340	social_identity_as_performance	theme	label_contains:theme_keyword	0.55	1
4341	social_inequality_fairy_tale	other	fallback:other	0.5	1
4342	space_age_memory_dislocation	theme	label_contains:theme_keyword	0.55	1
4343	surreal_resort_leisure_artifice	other	fallback:other	0.5	1
4344	unrequited_desire_destructive_possession	other	fallback:other	0.5	1
4345	work_bureaucracy_masculine_resentment	other	fallback:other	0.5	1
4346	absent_libertine_female_discourse	other	fallback:other	0.5	1
4347	abuse_media_adolescent_fragmentation	other	fallback:other	0.5	1
4348	adolescent_body_as_text	other	fallback:other	0.5	1
4349	apartment_identity_dissolution	theme	label_contains:theme_keyword	0.55	1
4350	apocalyptic_domestic_reinvention	other	fallback:other	0.5	1
4351	aristocratic_role_theatre	other	fallback:other	0.5	1
4352	artificial_sensory_regime	other	fallback:other	0.5	1
4353	astronaut_absence_cultural_projection	other	fallback:other	0.5	1
4354	authorial_self_insertion_desire	other	fallback:other	0.5	1
4355	cathedral_symbolic_totality	other	fallback:other	0.5	1
4356	catholic_decadence	other	fallback:other	0.5	1
4357	clock_prohibition_time_police	other	fallback:other	0.5	1
4358	colonial_violence_erotic_continuum	other	fallback:other	0.5	1
4359	commodified_queer_body	other	fallback:other	0.5	1
4360	complete_short_form_corpus	other	fallback:other	0.5	1
4361	conversion_as_aesthetic_experience	other	fallback:other	0.5	1
4362	corporate_enclave_psychopathy	other	fallback:other	0.5	1
4363	cosmic_time_psychic_surrender	other	fallback:other	0.5	1
4364	cultic_media_violence	other	fallback:other	0.5	1
4365	dead_body_domestic_love	other	fallback:other	0.5	1
4366	decadent_androgyny	other	fallback:other	0.5	1
4367	disappearance_as_networked_desire	other	fallback:other	0.5	1
4368	domestic_microspace_social_pressure	setting	label_contains:setting_keyword	0.55	1
4369	domestic_space_infinite_withdrawal	setting	label_contains:setting_keyword	0.55	1
4370	drugged_queer_underworld	other	fallback:other	0.5	1
4371	ecological_mutation_consumer_waste	other	fallback:other	0.5	1
4372	elderly_women_surreal_revolt	other	fallback:other	0.5	1
4373	entropy_biological_countdown	other	fallback:other	0.5	1
4374	erotic_abjection_death	other	fallback:other	0.5	1
4375	erotic_class_exchange	other	fallback:other	0.5	1
4376	evil_as_aesthetic_excess	other	fallback:other	0.5	1
4377	exile_body_memory	theme	label_contains:theme_keyword	0.55	1
4378	fascism_intimacy_chamber_theatre	other	fallback:other	0.5	1
4379	female_body_language_violence	other	fallback:other	0.5	1
4380	female_desire_consumer_modernity	other	fallback:other	0.5	1
4381	found_family_queer_survival	other	fallback:other	0.5	1
4382	fragmented_queer_mythology	other	fallback:other	0.5	1
4383	gender_inversion_artificial_body	other	fallback:other	0.5	1
4384	giant_body_public_consumption	other	fallback:other	0.5	1
4385	home_as_psychic_cosmos	other	fallback:other	0.5	1
4386	humanitarian_spectacle_violence	other	fallback:other	0.5	1
4387	imagined_murder_uncertain_reality	other	fallback:other	0.5	1
4388	incest_patriarchy_colonial_dislocation	other	fallback:other	0.5	1
4389	infinite_city_no_outside	other	fallback:other	0.5	1
4390	internet_identity_collective_fiction	theme	label_contains:theme_keyword	0.55	1
4391	literature_as_sovereign_transgression	other	fallback:other	0.5	1
4392	liturgy_against_modernity	other	fallback:other	0.5	1
4393	managed_leisure_social_violence	other	fallback:other	0.5	1
4394	media_event_manufactured_reality	other	fallback:other	0.5	1
4395	media_war_simulation	other	fallback:other	0.5	1
4396	medieval_art_spiritual_exegesis	other	fallback:other	0.5	1
4397	modern_noh_repetition_desire	other	fallback:other	0.5	1
4398	monastic_retreat_modern_disgust	other	fallback:other	0.5	1
4399	mystical_erotic_abjection	other	fallback:other	0.5	1
4400	narrative_form_as_psychic_damage	other	fallback:other	0.5	1
4401	necrophilic_intimacy_aestheticization	other	fallback:other	0.5	1
4402	obscene_childhood_self_fragment	other	fallback:other	0.5	1
4403	obsolete_media_sound_archaeology	other	fallback:other	0.5	1
4404	occult_ecofeminist_community	other	fallback:other	0.5	1
4405	overpopulation_space_commodification	setting	label_contains:setting_keyword	0.55	1
4406	political_masculinity_as_performance	other	fallback:other	0.5	1
4407	pornography_death_fantasy	other	fallback:other	0.5	1
4408	punk_collage_plagiarism	style	label_contains:music_style_keyword	0.6	1
4409	queer_autobiography_state_repression	other	fallback:other	0.5	1
4410	queer_desire_serial_violence	other	fallback:other	0.5	1
4411	ritual_form_contemporary_alienation	theme	label_contains:theme_keyword	0.55	1
4412	sacred_art_spiritual_crisis	other	fallback:other	0.5	1
4413	sacrilegious_body_excess	other	fallback:other	0.5	1
4414	short_form_inner_space_corpus	setting	label_contains:setting_keyword	0.55	1
4415	social_persecution_self_erasure	other	fallback:other	0.5	1
4416	space_as_commodity	setting	label_contains:setting_keyword	0.55	1
4417	surveillance_target_psychosis	other	fallback:other	0.5	1
4418	syntax_without_punctuation_body_war	other	fallback:other	0.5	1
4419	technology_erases_audible_music	other	fallback:other	0.5	1
4420	terminal_cultural_aesthetic	other	fallback:other	0.5	1
4421	unreliable_crowdsourced_narrative	other	fallback:other	0.5	1
4422	unstable_documentary_fiction	other	fallback:other	0.5	1
4423	urban_time_authoritarianism	setting	label_contains:setting_keyword	0.55	1
4424	wonder_decay_bureaucratic_normalization	other	fallback:other	0.5	1
4425	addiction_as_administered_control	other	fallback:other	0.5	1
4426	addiction_as_social_machine	other	fallback:other	0.5	1
4427	ambiguous_utopia_gender_experiment	other	fallback:other	0.5	1
4428	autobiographical_addiction_underworld	other	fallback:other	0.5	1
4429	benevolent_empire_colonial_ambiguity	other	fallback:other	0.5	1
4430	body_as_parasitic_media_system	other	fallback:other	0.5	1
4431	body_as_public_spectacle	other	fallback:other	0.5	1
4432	box_as_mobile_withdrawal	other	fallback:other	0.5	1
4433	bureaucratic_absurdity_body_transformation	other	fallback:other	0.5	1
4434	carceral_fantasy_resentment	other	fallback:other	0.5	1
4435	carnivalesque_female_performance	other	fallback:other	0.5	1
4436	civilization_barbarism_role_reversal	other	fallback:other	0.5	1
4437	compulsive_respectability_collapse	other	fallback:other	0.5	1
4438	compulsive_sexual_violence	other	fallback:other	0.5	1
4439	cosmic_extraction_body_cost	other	fallback:other	0.5	1
4440	cosmic_media_control_war	other	fallback:other	0.5	1
4441	criminal_identity_as_performance	theme	label_contains:theme_keyword	0.55	1
4442	cut_up_counter_control	other	fallback:other	0.5	1
4443	death_escape_occult_writing	other	fallback:other	0.5	1
4444	desire_machine_reality_war	other	fallback:other	0.5	1
4445	destructive_intimate_triangle	other	fallback:other	0.5	1
4446	disappearance_as_urban_map_failure	setting	label_contains:setting_keyword	0.55	1
4447	domestic_space_as_gender_machine	setting	label_contains:setting_keyword	0.55	1
4448	feminist_fairy_tale_rewriting	other	fallback:other	0.5	1
4449	forced_gender_transformation	other	fallback:other	0.5	1
4450	game_as_imperial_social_model	other	fallback:other	0.5	1
4451	gender_hierarchy_total_game	other	fallback:other	0.5	1
4452	identity_trapped_by_material_environment	theme	label_contains:theme_keyword	0.55	1
4453	illegitimacy_theatrical_genealogy	other	fallback:other	0.5	1
4454	interracial_urban_care	setting	label_contains:setting_keyword	0.55	1
4455	interstellar_desire_network	other	fallback:other	0.5	1
4456	interzone_bureaucratic_nightmare	other	fallback:other	0.5	1
4457	language_as_cognitive_weapon	other	fallback:other	0.5	1
4458	language_virus_control_apparatus	other	fallback:other	0.5	1
4459	machine_mind_political_agency	other	fallback:other	0.5	1
4460	myth_rewritten_through_alien_identity	theme	label_contains:theme_keyword	0.55	1
4461	nested_world_feudal_posthumanity	other	fallback:other	0.5	1
4462	patriarchal_puppet_theatre	other	fallback:other	0.5	1
4463	pirate_utopia_counter_history	other	fallback:other	0.5	1
4464	post_apocalyptic_gender_caste	other	fallback:other	0.5	1
4465	post_scarcity_moral_intervention	other	fallback:other	0.5	1
4466	posthuman_identity_performance	theme	label_contains:theme_keyword	0.55	1
4467	prosthetic_face_identity_performance	theme	label_contains:theme_keyword	0.55	1
4468	queer_desire_in_exile	other	fallback:other	0.5	1
4469	queer_kinship_scale	other	fallback:other	0.5	1
4470	queer_labor_space	setting	label_contains:setting_keyword	0.55	1
4471	queer_outlaw_counterhistory	other	fallback:other	0.5	1
4472	queer_outsider_future_labor	other	fallback:other	0.5	1
4473	queer_urban_social_experiment	setting	label_contains:setting_keyword	0.55	1
4474	queer_youth_guerrilla_myth	other	fallback:other	0.5	1
4475	recursive_city_text	other	fallback:other	0.5	1
4476	recursive_temporal_identity	theme	label_contains:theme_keyword	0.55	1
4477	revenge_interrupted_by_care	theme	label_contains:theme_keyword	0.55	1
4478	simulated_afterlife_torture	other	fallback:other	0.5	1
4479	superintelligence_outside_context_crisis	other	fallback:other	0.5	1
4480	terminal_body_surreal_journey	other	fallback:other	0.5	1
4481	unstable_detective_map	other	fallback:other	0.5	1
4482	urban_abjection_collective_voice	setting	label_contains:setting_keyword	0.55	1
4483	urban_entropy_polyphonic_desire	setting	label_contains:setting_keyword	0.55	1
4484	virtual_hell_political_violence	other	fallback:other	0.5	1
4485	weaponized_personhood_memory	theme	label_contains:theme_keyword	0.55	1
4486	western_outlaw_queer_myth	genre	label_contains:genre_keyword	0.6	1
4487	working_class_body_despair	other	fallback:other	0.5	1
4488	asnerias_donkey_satire	other	fallback:other	0.5	1
4489	clerical_aristocratic_idleness_satire	other	fallback:other	0.5	1
4490	empty_rhetoric_clerical_satire	other	fallback:other	0.5	1
4491	enlightenment_social_critique	other	fallback:other	0.5	1
4492	etching_aquatint_print	other	fallback:other	0.5	1
4493	human_vices_and_follies	other	fallback:other	0.5	1
4494	inquisition_satire	other	fallback:other	0.5	1
4495	nobility_clergy_burden_satire	other	fallback:other	0.5	1
4496	satirical_print	other	fallback:other	0.5	1
4497	self_portrait_title_plate	other	fallback:other	0.5	1
4498	series:los_caprichos	other	fallback:other	0.5	1
4499	sleep_of_reason_monsters	other	fallback:other	0.5	1
4500	vanity_old_age_satire	other	fallback:other	0.5	1
4501	aesthetic_nihilism	other	fallback:other	0.5	1
4502	artless	other	fallback:other	0.5	1
4503	contains_clunkers	other	fallback:other	0.5	1
4504	deliberately_weedy	other	fallback:other	0.5	1
4505	dull_spots	other	fallback:other	0.5	1
4506	fails_as_cheap_thrills	other	fallback:other	0.5	1
4507	gene_simmons_folly	other	fallback:other	0.5	1
4508	genuinely_loathsome	other	fallback:other	0.5	1
4509	grueling_nine_minute_dirge	other	fallback:other	0.5	1
4510	half_baked_songs	other	fallback:other	0.5	1
4511	inconsistent	other	fallback:other	0.5	1
4512	lacks_simple_craftsmanship	other	fallback:other	0.5	1
4513	less_than_thrilling	other	fallback:other	0.5	1
4514	ludicrous_as_alternative_rock	style	label_contains:music_style_keyword	0.6	1
4515	lusterless_script	other	fallback:other	0.5	1
4516	misogynist_claptrap	other	fallback:other	0.5	1
4517	moronic_simplicity	other	fallback:other	0.5	1
4518	nasty_lo_fi_noise	other	fallback:other	0.5	1
4519	nauseating_masterpiece	other	fallback:other	0.5	1
4520	obvious_story	other	fallback:other	0.5	1
4521	one_note_joke_stretched_to_seven_minutes	other	fallback:other	0.5	1
4522	phoned_in_songs	other	fallback:other	0.5	1
4523	plot_holes	other	fallback:other	0.5	1
4524	poorly_recorded_dialogue	other	fallback:other	0.5	1
4525	post_saw_sleaze	other	fallback:other	0.5	1
4526	priapic_preposterous_finale	other	fallback:other	0.5	1
4527	sadism_and_suffering_as_entertainment	other	fallback:other	0.5	1
4528	sexually_exploitative	other	fallback:other	0.5	1
4529	slightly_stiff	other	fallback:other	0.5	1
4530	sluggish_direction	other	fallback:other	0.5	1
4531	tentative_fragmentary_inhibited	other	fallback:other	0.5	1
4532	tough_sell	other	fallback:other	0.5	1
4533	undeveloped_characters	other	fallback:other	0.5	1
4534	unoriginal	other	fallback:other	0.5	1
4535	unrepentantly_brutal	other	fallback:other	0.5	1
4536	vile_bag_of_garbage	other	fallback:other	0.5	1
4537	vulgar_opportunism	other	fallback:other	0.5	1
4538	without_artistic_distinction	other	fallback:other	0.5	1
4539	worn_down_into_a_day_job_for_night_people	other	fallback:other	0.5	1
4540	abandoned_ideas_as_biggest_disappointment	other	fallback:other	0.5	1
4541	action_hard_to_follow	other	fallback:other	0.5	1
4542	almost_stifling_intimacy	other	fallback:other	0.5	1
4543	bare_minimum_drum_fills	other	fallback:other	0.5	1
4544	blind_spot_in_the_career	other	fallback:other	0.5	1
4545	blotchy	other	fallback:other	0.5	1
4546	bombastic_and_hollow	other	fallback:other	0.5	1
4547	bores_the_audience_blind	other	fallback:other	0.5	1
4548	cannot_do_routine_character_scenes	other	fallback:other	0.5	1
4549	cannot_handle_exposition_or_naturalistic_scenes	other	fallback:other	0.5	1
4550	cannot_tell_a_plain_story	other	fallback:other	0.5	1
4551	cheap_dull_shimmer	other	fallback:other	0.5	1
4552	clumsy_plot_development	other	fallback:other	0.5	1
4553	confuses_blatancy_with_power	other	fallback:other	0.5	1
4554	crushing_blunt_wittedness	other	fallback:other	0.5	1
4555	dead_spots	other	fallback:other	0.5	1
4556	diminishing_returns	other	fallback:other	0.5	1
4557	drumming_with_crab_mallets	other	fallback:other	0.5	1
4558	dumb_concoction	other	fallback:other	0.5	1
4559	effects_become_irritants	other	fallback:other	0.5	1
4560	entertaining_hash	other	fallback:other	0.5	1
4561	entirely_mechanical_and_impersonal	other	fallback:other	0.5	1
4562	faithful_adaptation_not_a_compliment	other	fallback:other	0.5	1
4563	fall_flat	other	fallback:other	0.5	1
4564	far_from_perfect	other	fallback:other	0.5	1
4565	flapping_loose_ends	other	fallback:other	0.5	1
4566	frustrating_insubstantiality	other	fallback:other	0.5	1
4567	grating_refrains	other	fallback:other	0.5	1
4568	hammer_horror_to_no_great_effect	genre	label_contains:genre_keyword	0.6	1
4569	helpless_amateur_in_simple_scenes	other	fallback:other	0.5	1
4570	hit_and_miss_middle_section	other	fallback:other	0.5	1
4571	inaccessible_guitar_tangles	other	fallback:other	0.5	1
4572	juiceless_stock_roles	other	fallback:other	0.5	1
4573	kept_going_only_by_fresh_atrocities	other	fallback:other	0.5	1
4574	lacking_emotional_roots	other	fallback:other	0.5	1
4575	low_grade_adolescent_entertainment	other	fallback:other	0.5	1
